ReleaseDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20051101,CA,99.58,0.42,0,0,0,0,11/1/05,11/7/05,1
20051025,CA,99.58,0.42,0,0,0,0,10/25/05,10/31/05,1
20051018,CA,99.58,0.42,0,0,0,0,10/18/05,10/24/05,1
20051011,CA,99.58,0.42,0,0,0,0,10/11/05,10/17/05,1
20051004,CA,99.58,0.42,0,0,0,0,10/4/05,10/10/05,1
20050927,CA,99.58,0.42,0,0,0,0,9/27/05,10/3/05,1
20050920,CA,99.41,0.59,0.05,0,0,0,9/20/05,9/26/05,1
20050913,CA,99.2,0.8,0.06,0,0,0,9/13/05,9/19/05,1
20050906,CA,99.2,0.8,0.06,0,0,0,9/6/05,9/12/05,1
20050830,CA,98.84,1.16,0.06,0,0,0,8/30/05,9/5/05,1
20050823,CA,98.85,1.15,0.06,0,0,0,8/23/05,8/29/05,1
20050816,CA,99.04,0.96,0.06,0,0,0,8/16/05,8/22/05,1
20050809,CA,99.03,0.97,0.06,0,0,0,8/9/05,8/15/05,1
20050802,CA,98.96,1.04,0.06,0,0,0,8/2/05,8/8/05,1
20050726,CA,99.01,0.99,0.06,0,0,0,7/26/05,8/1/05,1
20050719,CA,99.01,0.99,0.06,0,0,0,7/19/05,7/25/05,1
20050712,CA,99.01,0.99,0.06,0,0,0,7/12/05,7/18/05,1
20050705,CA,99.01,0.99,0.06,0,0,0,7/5/05,7/11/05,1
20050628,CA,99.01,0.99,0.06,0,0,0,6/28/05,7/4/05,1
20050621,CA,98.71,1.29,0.06,0,0,0,6/21/05,6/27/05,1
20050614,CA,98.48,1.52,0.06,0,0,0,6/14/05,6/20/05,1
20050607,CA,98.48,1.52,0.06,0,0,0,6/7/05,6/13/05,1
20050531,CA,98.48,1.52,0.06,0,0,0,5/31/05,6/6/05,1
20050524,CA,98.48,1.52,0.06,0,0,0,5/24/05,5/30/05,1
20050517,CA,98.48,1.52,0.06,0,0,0,5/17/05,5/23/05,1
20050510,CA,97,3,1.09,0,0,0,5/10/05,5/16/05,1
20050503,CA,95.53,4.47,2.09,0,0,0,5/3/05,5/9/05,1
20050426,CA,96.16,3.84,2.09,0,0,0,4/26/05,5/2/05,1
20050419,CA,96.16,3.84,2.09,0,0,0,4/19/05,4/25/05,1
20050412,CA,95.46,4.54,2.64,0.04,0,0,4/12/05,4/18/05,1
20050405,CA,94.54,5.46,2.63,0.04,0,0,4/5/05,4/11/05,1
20050329,CA,95.35,4.65,2.87,0.21,0,0,3/29/05,4/4/05,1
20050322,CA,87.97,12.03,3,0.21,0,0,3/22/05,3/28/05,1
20050315,CA,87.97,12.03,3,0.21,0,0,3/15/05,3/21/05,1
20050308,CA,90.12,9.88,1.3,0,0,0,3/8/05,3/14/05,1
20050301,CA,90.4,9.6,1.22,0,0,0,3/1/05,3/7/05,1
20050222,CA,88.57,11.43,1.22,0,0,0,2/22/05,2/28/05,1
20050215,CA,88.57,11.43,1.22,0,0,0,2/15/05,2/21/05,1
20050208,CA,89.8,10.2,4.1,0,0,0,2/8/05,2/14/05,1
20050201,CA,88.93,11.07,4.1,0,0,0,2/1/05,2/7/05,1
20050125,CA,88.24,11.76,4.1,0.21,0,0,1/25/05,1/31/05,1
20050118,CA,88.37,11.63,4.1,0.21,0,0,1/18/05,1/24/05,1
20050111,CA,83.4,16.6,4.1,0.21,0,0,1/11/05,1/17/05,1
20050104,CA,69.05,30.95,7.85,1.77,0,0,1/4/05,1/10/05,1
20041228,CA,40.46,59.54,28.85,3.98,0,0,12/28/04,1/3/05,1
20041221,CA,32.23,67.77,29.37,3.98,0,0,12/21/04,12/27/04,1
20041214,CA,32.23,67.77,29.37,3.98,0,0,12/14/04,12/20/04,1
20041207,CA,26.62,73.38,29.37,4.84,0,0,12/7/04,12/13/04,1
20041130,CA,26.46,73.54,30.21,8.64,0,0,11/30/04,12/6/04,1
20041123,CA,24.23,75.77,31.28,8.3,0,0,11/23/04,11/29/04,1
20041116,CA,24.23,75.77,31.28,8.3,0,0,11/16/04,11/22/04,1
20041109,CA,20.84,79.16,31.28,8.3,0,0,11/9/04,11/15/04,1
20041102,CA,18.41,81.59,31.28,10.42,0,0,11/2/04,11/8/04,1
20041026,CA,18.23,81.77,40.55,10.42,0,0,10/26/04,11/1/04,1
20041019,CA,12.21,87.79,55.82,18.25,0,0,10/19/04,10/25/04,1
20041012,CA,5.41,94.59,61.08,21.1,0,0,10/12/04,10/18/04,1
20041005,CA,5.41,94.59,61.08,21.1,0,0,10/5/04,10/11/04,1
20040928,CA,5.41,94.59,61.08,21.1,0,0,9/28/04,10/4/04,1
20040921,CA,5.26,94.74,61.08,21.1,0,0,9/21/04,9/27/04,1
20040914,CA,5.35,94.65,61.08,21.1,0,0,9/14/04,9/20/04,1
20040907,CA,5.2,94.8,61.29,22.45,0,0,9/7/04,9/13/04,1
20040831,CA,5.1,94.9,61.29,22.45,0,0,8/31/04,9/6/04,1
20040824,CA,10.63,89.37,60.59,21.79,0,0,8/24/04,8/30/04,1
20040817,CA,10.62,89.38,60.59,21.79,0,0,8/17/04,8/23/04,1
20040810,CA,10.62,89.38,60.59,25.3,0,0,8/10/04,8/16/04,1
20040803,CA,15.64,84.36,52.05,14.97,0,0,8/3/04,8/9/04,1
20040727,CA,14.81,85.19,52.05,14.97,0,0,7/27/04,8/2/04,1
20040720,CA,14.81,85.19,52.02,9.89,0,0,7/20/04,7/26/04,1
20040713,CA,14.81,85.19,52.05,8.32,0,0,7/13/04,7/19/04,1
20040706,CA,14.81,85.19,52.05,8.32,0,0,7/6/04,7/12/04,1
20040629,CA,14.64,85.36,50.9,7.57,0,0,6/29/04,7/5/04,1
20040622,CA,17.95,82.05,50.66,7.57,0,0,6/22/04,6/28/04,1
20040615,CA,17.67,82.33,50.41,7.67,0,0,6/15/04,6/21/04,1
20040608,CA,17.67,82.33,50.41,7.67,0,0,6/8/04,6/14/04,1
20040601,CA,18.39,81.61,50.36,6.66,0,0,6/1/04,6/7/04,1
20040525,CA,16.9,83.1,48.33,6.96,0,0,5/25/04,5/31/04,1
20040518,CA,17.07,82.93,46.06,6.96,0,0,5/18/04,5/24/04,1
20040511,CA,17.07,82.93,46.06,6.96,0,0,5/11/04,5/17/04,1
20040504,CA,16.81,83.19,46.06,6.96,0,0,5/4/04,5/10/04,1
20040427,CA,29.21,70.79,22.67,6.96,0,0,4/27/04,5/3/04,1
20040420,CA,31.64,68.36,19.01,5.78,0,0,4/20/04,4/26/04,1
20040413,CA,31.64,68.36,19.01,5.78,0,0,4/13/04,4/19/04,1
20040406,CA,62.08,37.92,16.45,5.43,0,0,4/6/04,4/12/04,1
20040330,CA,61.85,38.15,17.16,7.94,0,0,3/30/04,4/5/04,1
20040323,CA,74,26,17.16,7.94,0,0,3/23/04,3/29/04,1
20040316,CA,74,26,17.16,7.94,0,0,3/16/04,3/22/04,1
20040309,CA,74,26,17.16,7.94,0,0,3/9/04,3/15/04,1
20040302,CA,74,26,17.16,7.94,0,0,3/2/04,3/8/04,1
20040224,CA,70.62,29.38,17.2,7.78,0,0,2/24/04,3/1/04,1
20040217,CA,67.47,32.53,17.2,7.78,0,0,2/17/04,2/23/04,1
20040210,CA,67.47,32.53,17.2,7.78,0,0,2/10/04,2/16/04,1
20040203,CA,67.18,32.82,17.3,7.79,0,0,2/3/04,2/9/04,1
20040127,CA,67.18,32.82,17.3,7.67,0,0,1/27/04,2/2/04,1
20040120,CA,66.01,33.99,18.38,7.67,0,0,1/20/04,1/26/04,1
20040113,CA,65.27,34.73,23.23,9.51,0,0,1/13/04,1/19/04,1
20040106,CA,69.55,30.45,20.28,8.05,0,0,1/6/04,1/12/04,1
20031230,CA,67.34,32.66,20.28,9.47,0,0,12/30/03,1/5/04,1
20031223,CA,47.84,52.16,32.06,9.8,0.01,0,12/23/03,12/29/03,1
20031216,CA,48.91,51.09,30.57,9.75,0.02,0,12/16/03,12/22/03,1
20031209,CA,47.46,52.54,29.64,8.86,0.01,0,12/9/03,12/15/03,1
20031202,CA,43.73,56.27,30.7,9.84,0,0,12/2/03,12/8/03,1
20031125,CA,46.19,53.81,30.69,10.91,0,0,11/25/03,12/1/03,1
20031118,CA,44.56,55.44,32.1,11.56,0.03,0,11/18/03,11/24/03,1
20031111,CA,45.87,54.13,31.34,10.2,0,0,11/11/03,11/17/03,1
20031104,CA,29.14,70.86,33.06,11.07,0,0,11/4/03,11/10/03,1
20031028,CA,6.6,93.4,42.17,11.32,0.02,0,10/28/03,11/3/03,1
20031021,CA,26.77,73.23,26.49,11.27,0,0,10/21/03,10/27/03,1
20031014,CA,28.25,71.75,23.96,9.48,0,0,10/14/03,10/20/03,1
20031007,CA,66.91,33.09,25.28,10.65,0,0,10/7/03,10/13/03,1
20030930,CA,67.98,32.02,23.86,8.94,0,0,9/30/03,10/6/03,1
20030923,CA,66.92,33.08,25.47,10.71,0,0,9/23/03,9/29/03,1
20030916,CA,67.25,32.75,24.9,10.18,0,0,9/16/03,9/22/03,1
20030909,CA,65.83,34.17,27.52,9.39,0.01,0,9/9/03,9/15/03,1
20030902,CA,65.32,34.68,30.54,15.26,0,0,9/2/03,9/8/03,1
20030826,CA,66.8,33.2,24.01,13.44,0.01,0,8/26/03,9/1/03,1
20030819,CA,66.81,33.19,24.08,12.7,0,0,8/19/03,8/25/03,1
20030812,CA,63.93,36.07,24.75,8.37,0.01,0,8/12/03,8/18/03,1
20030805,CA,63.37,36.63,25.72,9.1,0.05,0,8/5/03,8/11/03,1
20030729,CA,63.9,36.1,24.76,8.43,0.03,0,7/29/03,8/4/03,1
20030722,CA,62.96,37.04,26.04,8.9,0.01,0,7/22/03,7/28/03,1
20030715,CA,62.14,37.86,25.28,9.19,0,0,7/15/03,7/21/03,1
20030708,CA,62.41,37.59,25.72,9.38,0,0,7/8/03,7/14/03,1
20030701,CA,63.14,36.86,25.06,8.45,0.03,0,7/1/03,7/7/03,1
20030624,CA,64.7,35.3,25.23,8.28,0.04,0,6/24/03,6/30/03,1
20030617,CA,63.83,36.17,25.85,8.23,0.1,0,6/17/03,6/23/03,1
20030610,CA,63.7,36.3,25.72,8.66,0,0,6/10/03,6/16/03,1
20030603,CA,63.32,36.68,26.16,8.99,0,0,6/3/03,6/9/03,1
20030527,CA,65.05,34.95,25.13,8.38,0,0,5/27/03,6/2/03,1
20030520,CA,64.15,35.85,25.01,8.47,0,0,5/20/03,5/26/03,1
20030513,CA,63.81,36.19,25.47,8.03,0,0,5/13/03,5/19/03,1
20030506,CA,58.71,41.29,30.12,8.33,0,0,5/6/03,5/12/03,1
20030429,CA,59.37,40.63,29.46,7.67,0,0,4/29/03,5/5/03,1
20030422,CA,59.72,40.28,30.85,8.75,0.04,0,4/22/03,4/28/03,1
20030415,CA,58.56,41.44,29,10.17,0.05,0,4/15/03,4/21/03,1
20030408,CA,40.13,59.87,32.74,11.39,0.17,0,4/8/03,4/14/03,1
20030401,CA,39.64,60.36,32.57,11.57,0.21,0,4/1/03,4/7/03,1
20030325,CA,51.83,48.17,32.1,11.33,0.1,0,3/25/03,3/31/03,1
20030318,CA,51.5,48.5,32.9,11.55,0.04,0,3/18/03,3/24/03,1
20030311,CA,45.14,54.86,33.71,21.85,1.2,0,3/11/03,3/17/03,1
20030304,CA,60.17,39.83,30.65,21.81,1.35,0,3/4/03,3/10/03,1
20030225,CA,58.1,41.9,34.46,20.61,7.62,0,2/25/03,3/3/03,1
20030218,CA,57.82,42.18,34.47,20.69,7.93,0,2/18/03,2/24/03,1
20030211,CA,45.39,54.61,38.83,28.32,14.91,0,2/11/03,2/17/03,1
20030204,CA,47.36,52.64,31.78,25.8,15.7,0,2/4/03,2/10/03,1
20030128,CA,51.74,48.26,29.56,25.24,15.67,0,1/28/03,2/3/03,1
20030121,CA,61.07,38.93,29.7,24.2,17.18,0,1/21/03,1/27/03,1
20030114,CA,60.71,39.29,30.81,25.39,17.08,0,1/14/03,1/20/03,1
20030107,CA,58.16,41.84,32.14,25.42,16.93,0,1/7/03,1/13/03,1
20021231,CA,58.39,41.61,32.23,26.06,17.19,0,12/31/02,1/6/03,1
20021224,CA,56.56,43.44,33.12,26.29,17.58,0,12/24/02,12/30/02,1
20021217,CA,42.1,57.9,35.75,29.12,17.18,0,12/17/02,12/23/02,1
20021210,CA,0,100,51.74,30.89,17.39,0,12/10/02,12/16/02,1
20021203,CA,5.66,94.34,35.26,28.16,17.35,0,12/3/02,12/9/02,1
20021126,CA,4.96,95.04,36.15,28.59,20.81,0,11/26/02,12/2/02,1
20021119,CA,5.55,94.45,35.87,28.21,20.68,0,11/19/02,11/25/02,1
20021112,CA,5.29,94.71,35.19,28.1,20.41,0,11/12/02,11/18/02,1
20021105,CA,0,100,75.48,47.2,24.48,0,11/5/02,11/11/02,1
20021029,CA,0,100,72.23,39.41,24.28,0,10/29/02,11/4/02,1
20021022,CA,0,100,72.01,39.65,23.89,0,10/22/02,10/28/02,1
20021015,CA,0,100,70.48,39.6,23.64,0,10/15/02,10/21/02,1
20021008,CA,0,100,70.73,39.66,23.64,0,10/8/02,10/14/02,1
20021001,CA,6.12,93.88,51.75,38.19,23.61,0,10/1/02,10/7/02,1
20020924,CA,5.5,94.5,56.14,39.64,23.98,0,9/24/02,9/30/02,1
20020917,CA,5.77,94.23,55.61,39.39,23.92,0,9/17/02,9/23/02,1
20020910,CA,5.1,94.9,55.24,40.45,23.63,0,9/10/02,9/16/02,1
20020903,CA,5.28,94.72,56.36,39.93,22.95,0,9/3/02,9/9/02,1
20020827,CA,4.89,95.11,56.24,39.99,24.21,0,8/27/02,9/2/02,1
20070828,NE,70.86,29.14,14.07,7.64,3.34,0,8/28/07,9/3/07,1
20070821,NE,61.28,38.72,17.31,9.53,3.09,0,8/21/07,8/27/07,1
20070814,NE,61.28,38.72,17.31,9.54,3.09,0,8/14/07,8/20/07,1
20070807,NE,52.21,47.79,20.49,9.53,3.09,0,8/7/07,8/13/07,1
20070731,NE,47.2,52.8,19.26,9.24,0.44,0,7/31/07,8/6/07,1
20070724,NE,42.68,57.32,21.17,8.98,0.44,0,7/24/07,7/30/07,1
20070717,NE,52.87,47.13,20.83,8.98,0.44,0,7/17/07,7/23/07,1
20070710,NE,61.78,38.22,16.14,8.1,0,0,7/10/07,7/16/07,1
20070703,NE,72.77,27.23,14.55,7.36,0,0,7/3/07,7/9/07,1
20070626,NE,77.75,22.25,13.58,6.96,0,0,6/26/07,7/2/07,1
20070619,NE,77.75,22.25,13.58,6.96,0,0,6/19/07,6/25/07,1
20070612,NE,77.75,22.25,13.58,6.96,0,0,6/12/07,6/18/07,1
20070605,NE,77.75,22.25,13.58,6.96,0,0,6/5/07,6/11/07,1
20070529,NE,77.75,22.25,13.58,6.96,0,0,5/29/07,6/4/07,1
20070522,NE,77.75,22.25,14.51,6.96,0,0,5/22/07,5/28/07,1
20070515,NE,77.75,22.25,15.56,9.17,0,0,5/15/07,5/21/07,1
20070508,NE,77.75,22.25,15.56,9.17,0,0,5/8/07,5/14/07,1
20070501,NE,72.29,27.71,17.21,11.83,6.74,0,5/1/07,5/7/07,1
20070424,NE,64.27,35.73,19.98,13.33,7.98,0,4/24/07,4/30/07,1
20070417,NE,60.97,39.03,25.35,16.71,8.71,0,4/17/07,4/23/07,1
20070410,NE,60.18,39.82,25.35,16.49,8.71,0,4/10/07,4/16/07,1
20070403,NE,59.63,40.37,25.35,18.27,8.71,0,4/3/07,4/9/07,1
20070327,NE,48.08,51.92,34.1,24.22,12.33,0,3/27/07,4/2/07,1
20070320,NE,48.08,51.92,34.1,24.22,12.33,0,3/20/07,3/26/07,1
20070313,NE,48.08,51.92,34.1,24.22,12.33,0,3/13/07,3/19/07,1
20070306,NE,48.08,51.92,34.1,24.22,12.33,0,3/6/07,3/12/07,1
20070227,NE,48.06,51.94,37.66,24.22,12.33,0,2/27/07,3/5/07,1
20070220,NE,35.46,64.54,56.3,38.89,26.15,0,2/20/07,2/26/07,1
20070213,NE,35.46,64.54,56.3,38.89,26.15,0,2/13/07,2/19/07,1
20070206,NE,35.46,64.54,56.3,38.89,26.15,0,2/6/07,2/12/07,1
20070130,NE,35.46,64.54,56.3,38.89,26.15,0,1/30/07,2/5/07,1
20070123,NE,35.46,64.54,56.3,38.89,26.15,0,1/23/07,1/29/07,1
20070116,NE,35.46,64.54,56.3,38.89,26.15,0,1/16/07,1/22/07,1
20070109,NE,35.46,64.54,56.3,38.89,26.15,0,1/9/07,1/15/07,1
20070102,NE,35.94,64.06,56.3,38.89,25.62,0,1/2/07,1/8/07,1
20061226,NE,1.06,98.94,60.74,41.31,25.62,0,12/26/06,1/1/07,1
20061219,NE,1,99,63.65,41.31,30.84,0,12/19/06,12/25/06,1
20061212,NE,0.96,99.04,63.65,41.31,30.84,0,12/12/06,12/18/06,1
20061205,NE,1.88,98.12,63.65,41.31,30.84,0,12/5/06,12/11/06,1
20061128,NE,7.38,92.62,62.91,41.56,31.08,0,11/28/06,12/4/06,1
20061121,NE,7.49,92.51,62.91,41.56,31.08,0,11/21/06,11/27/06,1
20061114,NE,7.62,92.38,62.91,41.56,31.08,0,11/14/06,11/20/06,1
20061107,NE,8.02,91.98,62.91,41.56,31.08,0,11/7/06,11/13/06,1
20061031,NE,8.99,91.01,62.91,41.56,31.08,0,10/31/06,11/6/06,1
20061024,NE,8.97,91.03,62.91,41.56,31.08,0,10/24/06,10/30/06,1
20061017,NE,8.97,91.03,62.91,41.56,31.08,0,10/17/06,10/23/06,1
20061010,NE,8.97,91.03,62.91,41.56,30.69,0,10/10/06,10/16/06,1
20061003,NE,8.97,91.03,66.88,41.56,30.69,0,10/3/06,10/9/06,1
20060926,NE,8.98,91.02,66.88,41.56,31.6,0,9/26/06,10/2/06,1
20060919,NE,6.26,93.74,74.02,41.56,31.6,0,9/19/06,9/25/06,1
20060912,NE,5.65,94.35,76.72,55.88,34.81,0,9/12/06,9/18/06,1
20060905,NE,0.77,99.23,86.34,64.43,34.81,0,9/5/06,9/11/06,1
20060829,NE,0.77,99.23,86.34,64.43,33.53,0,8/29/06,9/4/06,1
20060822,NE,0.69,99.31,86.47,64.43,33.9,0,8/22/06,8/28/06,1
20060815,NE,0,100,96.44,71.88,34.07,0,8/15/06,8/21/06,1
20060808,NE,0,100,98.96,81.56,34.06,0,8/8/06,8/14/06,1
20060801,NE,0,100,100,95.53,18.68,0,8/1/06,8/7/06,1
20060725,NE,0,100,100,76.02,4.6,0,7/25/06,7/31/06,1
20060718,NE,0,100,100,68.28,4.6,0,7/18/06,7/24/06,1
20060711,NE,0,100,78.38,38.15,0,0,7/11/06,7/17/06,1
20060704,NE,1.76,98.24,78.96,44.11,11.38,0,7/4/06,7/10/06,1
20060627,NE,1.88,98.12,69.64,44.16,16.89,0,6/27/06,7/3/06,1
20060620,NE,0,100,69.64,46.29,16.89,0,6/20/06,6/26/06,1
20060613,NE,0,100,69.64,46.29,16.89,0,6/13/06,6/19/06,1
20060606,NE,19.94,80.06,64.88,41.83,0,0,6/6/06,6/12/06,1
20060530,NE,14.22,85.78,57.09,31.9,0,0,5/30/06,6/5/06,1
20060523,NE,31.6,68.4,46.91,24.61,0,0,5/23/06,5/29/06,1
20060516,NE,41.61,58.39,38.85,8.23,0,0,5/16/06,5/22/06,1
20060509,NE,41.61,58.39,38.85,2.88,0,0,5/9/06,5/15/06,1
20060502,NE,33.37,66.63,44.17,2.88,0,0,5/2/06,5/8/06,1
20060425,NE,33.07,66.93,43.42,0,0,0,4/25/06,5/1/06,1
20060418,NE,33.07,66.93,43.44,0,0,0,4/18/06,4/24/06,1
20060411,NE,33.36,66.64,44.17,0,0,0,4/11/06,4/17/06,1
20060404,NE,31.33,68.67,46.61,0,0,0,4/4/06,4/10/06,1
20060328,NE,24.9,75.1,61.07,0.97,0,0,3/28/06,4/3/06,1
20060321,NE,25.15,74.85,61.07,0.97,0,0,3/21/06,3/27/06,1
20060314,NE,11.77,88.23,63.78,12.12,0,0,3/14/06,3/20/06,1
20060307,NE,11.77,88.23,63.59,12.74,0,0,3/7/06,3/13/06,1
20060228,NE,11.56,88.44,63.96,12.74,0,0,2/28/06,3/6/06,1
20060221,NE,11.56,88.44,63.72,5.58,0,0,2/21/06,2/27/06,1
20060214,NE,11.56,88.44,63.63,5.58,0,0,2/14/06,2/20/06,1
20060207,NE,11.56,88.44,63.63,5.58,0,0,2/7/06,2/13/06,1
